code,name,element_type,category,difficulty,base_points,duration_seconds,skip_unlock_rule,proof_required,validation_mode,can_be_fake,can_appear_in_reserve,player_display_text,ui_tag_1,ui_tag_2,success_button_label,failure_button_label,is_active
posture_toujours_orienter_ton_buste_vers_ton_interlocuteur_principal,Posture : toujours orienter ton buste vers ton interlocuteur principal,constraint,behavioral,2,2,600,one_half,False,auto,True,True,Posture : toujours orienter ton buste vers ton interlocuteur principal,comportement,posture,Tenue,Cassée,True
regard_ne_jamais_baisser_les_yeux_en_parlant,Regard : ne jamais baisser les yeux en parlant,constraint,behavioral,3,3,900,one_half,False,auto,True,True,Regard : ne jamais baisser les yeux en parlant,comportement,regard,Tenue,Cassée,True
expression_garder_un_air_serieux_quand_quelquun_rit,Expression : garder un air sérieux quand quelqu’un rit,constraint,behavioral,2,2,600,one_half,False,auto,True,True,Expression : garder un air sérieux quand quelqu’un rit,comportement,expression,Tenue,Cassée,True
expression_garder_les_levres_fermees_quand_tu_ecoutes,Expression : garder les lèvres fermées quand tu écoutes,constraint,behavioral,1,1,300,one_third,False,auto,True,True,Expression : garder les lèvres fermées quand tu écoutes,comportement,expression,Tenue,Cassée,True
expression_ne_jamais_froncer_les_sourcils,Expression : ne jamais froncer les sourcils,constraint,behavioral,2,2,600,one_half,False,auto,True,True,Expression : ne jamais froncer les sourcils,comportement,expression,Tenue,Cassée,True
verre_ne_jamais_poser_ton_verre_a_moins_dun_bras_de_toi,Verre : ne jamais poser ton verre à moins d’un bras de toi,constraint,behavioral,2,2,600,one_half,False,auto,True,True,Verre : ne jamais poser ton verre à moins d’un bras de toi,comportement,verre,Tenue,Cassée,True
verre_ne_jamais_parler_les_mains_totalement_immobiles,Verre : ne jamais parler les mains totalement immobiles,constraint,behavioral,2,2,600,one_half,False,auto,True,True,Verre : ne jamais parler les mains totalement immobiles,comportement,verre,Tenue,Cassée,True
placement_ne_jamais_etre_au_centre_dun_groupe,Placement : ne jamais être au centre d’un groupe,constraint,positioning,2,2,600,one_half,False,auto,True,True,Placement : ne jamais être au centre d’un groupe,placement,espace,Tenue,Cassée,True
declencheur_si_quelquun_rit_tu_dois_sourire_sans_rire,"Déclencheur : si quelqu’un rit, tu dois sourire sans rire",constraint,social_rule,2,2,600,one_half,False,auto,True,True,"Déclencheur : si quelqu’un rit, tu dois sourire sans rire",social,déclencheur,Tenue,Cassée,True
declencheur_si_quelquun_te_fait_un_compliment_tu_dois_minimiser,"Déclencheur : si quelqu’un te fait un compliment, tu dois minimiser",constraint,social_rule,2,2,600,one_half,False,auto,True,True,"Déclencheur : si quelqu’un te fait un compliment, tu dois minimiser",social,déclencheur,Tenue,Cassée,True
